Caso,Atividade,Recurso,Início,Fim
29,Solicitar Ticket,Cancela 2,2023-07-01 11:54:27,2023-07-01 11:54:41
29,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 11:54:48,2023-07-01 11:54:49
29,Impressão do Ticket,Cancela 3,2023-07-01 11:54:54,2023-07-01 11:55:14
29,Saída do Estacionamento,Caixa 3,2023-07-01 15:00:14,2023-07-01 15:00:14
30,Entrada no Estacionamento,Cancela 1,2023-07-01 11:29:00,2023-07-01 11:29:00
30,Scan Sem Parar,Cancela 4,2023-07-01 11:29:11,2023-07-01 11:29:12
30,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 13:30:12,2023-07-01 13:30:16
30,Solicitar Ticket,Cancela 3,2023-07-01 13:30:28,2023-07-01 13:30:46
30,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 13:31:30,2023-07-01 13:31:32
30,Saída do Estacionamento,Caixa 3,2023-07-01 13:32:02,2023-07-01 13:32:02
31,Entrada no Estacionamento,Cancela 4,2023-07-01 11:46:00,2023-07-01 11:46:00
31,Adicionar Créditos,Totem 3,2023-07-01 11:46:19,2023-07-01 11:47:29
31,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 11:47:38,2023-07-01 11:47:40
31,Solicitar Ticket,Cancela 1,2023-07-01 11:48:14,2023-07-01 11:48:25
31,Saída do Estacionamento,Caixa 1,2023-07-01 11:49:11,2023-07-01 11:49:11
32,Entrada no Estacionamento,Cancela 1,2023-07-01 09:22:00,2023-07-01 09:22:00
32,Solicitar Ticket,Cancela 3,2023-07-01 09:22:41,2023-07-01 09:22:57
32,Impressão do Ticket,Cancela 1,2023-07-01 09:23:24,2023-07-01 09:23:30
32,Solicitar Ticket,Cancela 1,2023-07-01 11:39:30,2023-07-01 11:39:42
32,Validar Ticket,Caixa 2,2023-07-01 11:40:27,2023-07-01 11:40:36
32,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 11:41:27,2023-07-01 11:41:31
32,Validar Ticket,Caixa 1,2023-07-01 11:42:19,2023-07-01 11:42:30
32,Impressão do Ticket,Cancela 3,2023-07-01 11:42:35,2023-07-01 11:42:49
32,Solicitar Ticket,Cancela 4,2023-07-01 14:25:49,2023-07-01 14:26:01
32,Impressão do Ticket,Cancela 4,2023-07-01 14:26:33,2023-07-01 14:26:50
32,Saída do Estacionamento,Caixa 2,2023-07-01 16:17:50,2023-07-01 16:17:50
33,Entrada no Estacionamento,Cancela 1,2023-07-01 12:47:00,2023-07-01 12:47:00
33,Reservar Vaga,Totem 1,2023-07-01 12:47:52,2023-07-01 12:49:43
33,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:50:19,2023-07-01 12:50:20
33,Cancelar Reserva,Totem 2,2023-07-01 12:50:59,2023-07-01 12:51:58
33,Solicitar Ticket,Cancela 2,2023-07-01 12:52:44,2023-07-01 12:52:51
33,Scan Sem Parar,Cancela 3,2023-07-01 12:52:52,2023-07-01 12:52:55
33,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 12:54:55,2023-07-01 12:59:22
33,Impressão do Ticket,Cancela 3,2023-07-01 12:59:49,2023-07-01 12:59:59
33,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 16:55:59,2023-07-01 16:56:01
33,Solicitar Ticket,Cancela 4,2023-07-01 16:56:48,2023-07-01 16:57:03
33,Validar Ticket,Caixa 1,2023-07-01 16:57:43,2023-07-01 16:57:49
33,Saída do Estacionamento,Caixa 2,2023-07-01 16:58:32,2023-07-01 16:58:32
34,Entrada no Estacionamento,Cancela 3,2023-07-01 09:34:00,2023-07-01 09:34:00
34,Scan Sem Parar,Cancela 2,2023-07-01 09:34:10,2023-07-01 09:34:14
34,Saída do Estacionamento,Caixa 1,2023-07-01 12:51:14,2023-07-01 12:51:14
35,Entrada no Estacionamento,Cancela 3,2023-07-01 10:58:00,2023-07-01 10:58:00
35,Reservar Vaga,Totem 3,2023-07-01 10:58:51,2023-07-01 11:00:49
35,Solicitar Ticket,Cancela 4,2023-07-01 11:01:19,2023-07-01 11:01:38
35,Scan Sem Parar,Cancela 3,2023-07-01 11:01:55,2023-07-01 11:01:59
35,Adicionar Créditos,Totem 2,2023-07-01 11:18:59,2023-07-01 11:19:34
35,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 11:19:56,2023-07-01 11:20:00
35,Reservar Vaga,Totem 2,2023-07-01 11:20:28,2023-07-01 11:23:35
35,Impressão do Ticket,Cancela 1,2023-07-01 11:24:29,2023-07-01 11:24:42
35,Cancelar Reserva,Totem 1,2023-07-01 12:56:42,2023-07-01 12:57:18
35,Impressão do Ticket,Cancela 1,2023-07-01 12:58:01,2023-07-01 12:58:14
35,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 14:04:14,2023-07-01 14:04:16
35,Impressão do Ticket,Cancela 3,2023-07-01 14:05:00,2023-07-01 14:05:09
35,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 17:02:09,2023-07-01 17:02:11
35,Solicitar Ticket,Cancela 5,2023-07-01 17:02:21,2023-07-01 17:02:37
35,Validar Ticket,Caixa 2,2023-07-01 17:03:03,2023-07-01 17:03:07
35,Pagar Estacionamento,Caixa 4,2023-07-01 17:03:30,2023-07-01 17:04:58
35,Impressão do Ticket,Cancela 1,2023-07-01 17:05:42,2023-07-01 17:05:51
35,Solicitar Ticket,Cancela 4,2023-07-01 18:25:51,2023-07-01 18:26:01
35,Saída do Estacionamento,Caixa 2,2023-07-01 18:26:12,2023-07-01 18:26:12
36,Entrada no Estacionamento,Cancela 3,2023-07-01 08:20:00,2023-07-01 08:20:00
36,Solicitar Ticket,Cancela 4,2023-07-01 08:20:13,2023-07-01 08:20:23
36,Impressão do Ticket,Cancela 1,2023-07-01 08:20:53,2023-07-01 08:21:12
36,Validar Ticket,Caixa 2,2023-07-01 09:53:12,2023-07-01 09:53:19
36,Pagar Estacionamento,Caixa 2,2023-07-01 09:53:25,2023-07-01 09:55:57
36,Validar Ticket,Caixa 4,2023-07-01 09:56:35,2023-07-01 09:56:43
36,Pagar Estacionamento,Caixa 2,2023-07-01 09:57:27,2023-07-01 09:59:22
36,Impressão do Ticket,Cancela 5,2023-07-01 09:59:48,2023-07-01 09:59:58
36,Validar Ticket,Caixa 4,2023-07-01 10:49:58,2023-07-01 10:50:07
36,Pagar Estacionamento,Caixa 4,2023-07-01 10:50:10,2023-07-01 10:52:43
36,Validar Ticket,Caixa 1,2023-07-01 10:53:13,2023-07-01 10:53:19
36,Solicitar Ticket,Cancela 4,2023-07-01 10:53:44,2023-07-01 10:53:54
36,Impressão do Ticket,Cancela 5,2023-07-01 10:54:17,2023-07-01 10:54:32
36,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 13:55:32,2023-07-01 13:55:34
36,Pagar Estacionamento,Caixa 1,2023-07-01 13:55:48,2023-07-01 13:57:01
36,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 13:57:03,2023-07-01 14:01:11
36,Validar Ticket,Caixa 3,2023-07-01 14:02:11,2023-07-01 14:02:19
36,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 14:02:29,2023-07-01 14:02:30
36,Validar Ticket,Caixa 3,2023-07-01 14:03:13,2023-07-01 14:03:22
36,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 14:03:57,2023-07-01 14:04:01
36,Solicitar Ticket,Cancela 3,2023-07-01 14:04:26,2023-07-01 14:04:32
36,Saída do Estacionamento,Caixa 1,2023-07-01 14:04:47,2023-07-01 14:04:47
37,Entrada no Estacionamento,Cancela 2,2023-07-01 08:48:00,2023-07-01 08:48:00
37,Solicitar Ticket,Cancela 2,2023-07-01 08:48:18,2023-07-01 08:48:33
37,Impressão do Ticket,Cancela 2,2023-07-01 08:49:01,2023-07-01 08:49:21
37,Adicionar Créditos,Totem 1,2023-07-01 10:10:21,2023-07-01 10:11:37
37,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 10:12:06,2023-07-01 10:14:17
37,Impressão do Ticket,Cancela 5,2023-07-01 10:15:02,2023-07-01 10:15:18
37,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 13:34:18,2023-07-01 13:40:08
37,Solicitar Ticket,Cancela 1,2023-07-01 13:40:42,2023-07-01 13:40:52
37,Impressão do Ticket,Cancela 3,2023-07-01 13:40:53,2023-07-01 13:41:09
37,Validar Ticket,Caixa 1,2023-07-01 17:00:09,2023-07-01 17:00:20
37,Saída do Estacionamento,Caixa 3,2023-07-01 17:01:16,2023-07-01 17:01:16
38,Entrada no Estacionamento,Cancela 4,2023-07-01 11:53:00,2023-07-01 11:53:00
38,Solicitar Ticket,Cancela 2,2023-07-01 11:53:50,2023-07-01 11:54:05
38,Adicionar Créditos,Totem 1,2023-07-01 11:55:02,2023-07-01 11:56:04
38,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 11:56:31,2023-07-01 11:56:35
38,Impressão do Ticket,Cancela 4,2023-07-01 11:57:03,2023-07-01 11:57:13
38,Solicitar Ticket,Cancela 5,2023-07-01 15:31:13,2023-07-01 15:31:23
38,Saída do Estacionamento,Caixa 2,2023-07-01 15:32:07,2023-07-01 15:32:07
39,Entrada no Estacionamento,Cancela 3,2023-07-01 12:18:00,2023-07-01 12:18:00
39,Solicitar Ticket,Cancela 4,2023-07-01 12:18:47,2023-07-01 12:19:01
39,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 12:19:26,2023-07-01 12:19:27
39,Reservar Vaga,Totem 2,2023-07-01 12:20:01,2023-07-01 12:22:32
39,Solicitar Ticket,Cancela 3,2023-07-01 12:22:53,2023-07-01 12:23:05
39,Cancelar Reserva,Totem 3,2023-07-01 12:23:17,2023-07-01 12:24:18
39,Impressão do Ticket,Cancela 4,2023-07-01 12:25:09,2023-07-01 12:25:16
39,Saída do Estacionamento,Caixa 2,2023-07-01 12:49:16,2023-07-01 12:49:16
40,Entrada no Estacionamento,Cancela 2,2023-07-01 07:31:00,2023-07-01 07:31:00
40,Solicitar Ticket,Cancela 1,2023-07-01 07:31:52,2023-07-01 07:32:00
40,Adicionar Créditos,Totem 2,2023-07-01 07:32:27,2023-07-01 07:33:17
40,Impressão do Ticket,Cancela 4,2023-07-01 07:34:17,2023-07-01 07:34:26
40,Adicionar Créditos,Totem 4,2023-07-01 09:13:26,2023-07-01 09:14:19
40,Impressão do Ticket,Cancela 2,2023-07-01 09:14:40,2023-07-01 09:14:51
40,Adicionar Créditos,Totem 3,2023-07-01 12:45:51,2023-07-01 12:46:36
40,Validar Ticket,Caixa 4,2023-07-01 12:46:51,2023-07-01 12:47:03
40,Impressão do Ticket,Cancela 2,2023-07-01 12:47:09,2023-07-01 12:47:19
40,Validar Ticket,Caixa 3,2023-07-01 14:02:19,2023-07-01 14:02:29
40,Impressão do Ticket,Cancela 3,2023-07-01 14:02:58,2023-07-01 14:03:13
40,Validar Ticket,Caixa 2,2023-07-01 14:05:13,2023-07-01 14:05:22
40,Saída do Estacionamento,Caixa 3,2023-07-01 14:05:38,2023-07-01 14:05:38
41,Entrada no Estacionamento,Cancela 1,2023-07-01 12:45:00,2023-07-01 12:45:00
41,Solicitar Ticket,Cancela 3,2023-07-01 12:45:37,2023-07-01 12:45:50
41,Scan Sem Parar,Cancela 4,2023-07-01 12:46:25,2023-07-01 12:46:27
41,Adicionar Créditos,Totem 1,2023-07-01 15:33:27,2023-07-01 15:34:40
41,Impressão do Ticket,Cancela 2,2023-07-01 15:34:48,2023-07-01 15:34:55
41,Saída do Estacionamento,Caixa 4,2023-07-01 17:49:55,2023-07-01 17:49:55
42,Entrada no Estacionamento,Cancela 1,2023-07-01 12:20:00,2023-07-01 12:20:00
42,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 12:20:00,2023-07-01 12:22:38
42,Adicionar Créditos,Totem 3,2023-07-01 12:23:21,2023-07-01 12:23:50
42,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 12:24:05,2023-07-01 12:27:23
42,Solicitar Ticket,Cancela 1,2023-07-01 12:27:53,2023-07-01 12:28:03
42,Impressão do Ticket,Cancela 1,2023-07-01 12:29:02,2023-07-01 12:29:11
42,Solicitar Ticket,Cancela 2,2023-07-01 14:35:11,2023-07-01 14:35:18
42,Validar Ticket,Caixa 2,2023-07-01 14:35:23,2023-07-01 14:35:28
42,Saída do Estacionamento,Caixa 3,2023-07-01 14:36:20,2023-07-01 14:36:20
43,Entrada no Estacionamento,Cancela 2,2023-07-01 09:51:00,2023-07-01 09:51:00
43,Reservar Vaga,Totem 3,2023-07-01 09:51:00,2023-07-01 09:54:31
43,Scan Sem Parar,Cancela 3,2023-07-01 09:55:09,2023-07-01 09:55:11
43,Solicitar Ticket,Cancela 1,2023-07-01 13:51:11,2023-07-01 13:51:28
43,Impressão do Ticket,Cancela 2,2023-07-01 13:51:28,2023-07-01 13:51:38
43,Scan Sem Parar,Cancela 2,2023-07-01 14:58:38,2023-07-01 14:58:39
43,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 16:38:39,2023-07-01 16:38:42
43,Validar Ticket,Caixa 3,2023-07-01 16:39:14,2023-07-01 16:39:26
43,Cancelar Reserva,Totem 4,2023-07-01 16:40:00,2023-07-01 16:41:18
43,Validar Ticket,Caixa 1,2023-07-01 16:41:19,2023-07-01 16:41:26
43,Saída do Estacionamento,Caixa 2,2023-07-01 16:41:42,2023-07-01 16:41:42
44,Entrada no Estacionamento,Cancela 1,2023-07-01 10:57:00,2023-07-01 10:57:00
44,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 10:57:25,2023-07-01 10:57:27
44,Saída do Estacionamento,Caixa 2,2023-07-01 10:57:58,2023-07-01 10:57:58
45,Entrada no Estacionamento,Cancela 4,2023-07-01 11:55:00,2023-07-01 11:55:00
45,Solicitar Ticket,Cancela 1,2023-07-01 11:55:52,2023-07-01 11:56:04
45,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 11:56:27,2023-07-01 11:56:28
45,Impressão do Ticket,Cancela 1,2023-07-01 11:56:35,2023-07-01 11:56:52
45,Validar Ticket,Caixa 4,2023-07-01 14:07:52,2023-07-01 14:08:04
45,Saída do Estacionamento,Caixa 2,2023-07-01 14:08:29,2023-07-01 14:08:29
46,Entrada no Estacionamento,Cancela 3,2023-07-01 09:10:00,2023-07-01 09:10:00
46,Solicitar Ticket,Cancela 4,2023-07-01 09:10:54,2023-07-01 09:11:13
46,Impressão do Ticket,Cancela 3,2023-07-01 09:11:41,2023-07-01 09:12:01
46,Validar Ticket,Caixa 4,2023-07-01 10:02:01,2023-07-01 10:02:12
46,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 10:02:42,2023-07-01 10:02:44
46,Solicitar Ticket,Cancela 4,2023-07-01 10:03:29,2023-07-01 10:03:48
46,Saída do Estacionamento,Caixa 3,2023-07-01 10:03:48,2023-07-01 10:03:48
47,Entrada no Estacionamento,Cancela 1,2023-07-01 11:22:00,2023-07-01 11:22:00
47,Adicionar Créditos,Totem 4,2023-07-01 11:22:24,2023-07-01 11:23:18
47,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 11:23:43,2023-07-01 11:28:41
47,Solicitar Ticket,Cancela 5,2023-07-01 11:28:59,2023-07-01 11:29:19
47,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 11:29:43,2023-07-01 11:29:45
47,Saída do Estacionamento,Caixa 2,2023-07-01 11:30:32,2023-07-01 11:30:32
48,Entrada no Estacionamento,Cancela 2,2023-07-01 09:39:00,2023-07-01 09:39:00
48,Solicitar Ticket,Cancela 5,2023-07-01 09:39:34,2023-07-01 09:39:41
48,Impressão do Ticket,Cancela 2,2023-07-01 09:39:48,2023-07-01 09:39:57
48,Adicionar Créditos,Totem 2,2023-07-01 11:47:57,2023-07-01 11:48:27
48,Validar Ticket,Caixa 1,2023-07-01 11:48:56,2023-07-01 11:49:03
48,Solicitar Ticket,Cancela 2,2023-07-01 11:49:14,2023-07-01 11:49:27
48,Validar Ticket,Caixa 4,2023-07-01 11:50:01,2023-07-01 11:50:07
48,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 11:50:51,2023-07-01 11:50:54
48,Solicitar Ticket,Cancela 1,2023-07-01 11:50:54,2023-07-01 11:51:05
48,Pagar Estacionamento,Caixa 1,2023-07-01 11:52:05,2023-07-01 11:54:31
48,Saída do Estacionamento,Caixa 1,2023-07-01 11:55:10,2023-07-01 11:55:10
49,Entrada no Estacionamento,Cancela 1,2023-07-01 09:05:00,2023-07-01 09:05:00
49,Solicitar Ticket,Cancela 2,2023-07-01 09:05:01,2023-07-01 09:05:16
49,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 09:06:05,2023-07-01 09:06:09
49,Impressão do Ticket,Cancela 4,2023-07-01 09:07:00,2023-07-01 09:07:10
49,Validar Ticket,Caixa 3,2023-07-01 12:40:10,2023-07-01 12:40:19
49,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 12:40:24,2023-07-01 12:40:28
49,Impressão do Ticket,Cancela 2,2023-07-01 12:41:26,2023-07-01 12:41:46
49,Solicitar Ticket,Cancela 1,2023-07-01 14:00:46,2023-07-01 14:00:52
49,Pagar Estacionamento,Caixa 2,2023-07-01 14:01:06,2023-07-01 14:02:40
49,Adicionar Créditos,Totem 1,2023-07-01 14:02:59,2023-07-01 14:03:42
49,Pagar Estacionamento,Caixa 3,2023-07-01 14:04:34,2023-07-01 14:05:43
49,Saída do Estacionamento,Caixa 4,2023-07-01 14:05:53,2023-07-01 14:05:53
50,Entrada no Estacionamento,Cancela 3,2023-07-01 10:58:00,2023-07-01 10:58:00
50,Solicitar Ticket,Cancela 2,2023-07-01 10:58:40,2023-07-01 10:58:50
50,Impressão do Ticket,Cancela 4,2023-07-01 10:59:38,2023-07-01 10:59:55
50,Solicitar Ticket,Cancela 2,2023-07-01 14:15:55,2023-07-01 14:16:15
50,Impressão do Ticket,Cancela 5,2023-07-01 14:16:58,2023-07-01 14:17:08
50,Solicitar Ticket,Cancela 5,2023-07-01 16:46:08,2023-07-01 16:46:20
50,Impressão do Ticket,Cancela 5,2023-07-01 16:46:25,2023-07-01 16:46:32
50,Adicionar Créditos,Totem 2,2023-07-01 19:09:32,2023-07-01 19:10:30
50,Solicitar Ticket,Cancela 3,2023-07-01 19:10:38,2023-07-01 19:10:48
50,Impressão do Ticket,Cancela 3,2023-07-01 19:11:14,2023-07-01 19:11:31
50,Adicionar Créditos,Totem 4,2023-07-01 20:52:31,2023-07-01 20:53:12
50,Validar Ticket,Caixa 3,2023-07-01 20:53:58,2023-07-01 20:54:02
50,Pagar Estacionamento,Caixa 1,2023-07-01 20:54:59,2023-07-01 20:56:31
50,Impressão do Ticket,Cancela 2,2023-07-01 20:57:14,2023-07-01 20:57:23
50,Pagar Estacionamento,Caixa 3,2023-07-01 23:20:23,2023-07-01 23:21:42
50,Impressão do Ticket,Cancela 5,2023-07-01 23:22:33,2023-07-01 23:22:48
50,Solicitar Ticket,Cancela 3,2023-07-02 03:02:48,2023-07-02 03:03:02
50,Comprar Cartão Pré-pago,Caixa 1,2023-07-02 03:03:25,2023-07-02 03:08:38
50,Impressão do Ticket,Cancela 5,2023-07-02 03:09:04,2023-07-02 03:09:22
50,Scan Sem Parar,Cancela 5,2023-07-02 06:13:22,2023-07-02 06:13:26
50,Saída do Estacionamento,Caixa 3,2023-07-02 09:50:26,2023-07-02 09:50:26
51,Entrada no Estacionamento,Cancela 5,2023-07-01 12:40:00,2023-07-01 12:40:00
51,Scan Sem Parar,Cancela 3,2023-07-01 12:40:33,2023-07-01 12:40:34
51,Adicionar Créditos,Totem 4,2023-07-01 16:38:34,2023-07-01 16:39:21
51,Saída do Estacionamento,Caixa 3,2023-07-01 16:39:55,2023-07-01 16:39:55
52,Entrada no Estacionamento,Cancela 5,2023-07-01 08:26:00,2023-07-01 08:26:00
52,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 08:26:04,2023-07-01 08:26:07
52,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 08:26:56,2023-07-01 08:30:31
52,Solicitar Ticket,Cancela 2,2023-07-01 08:31:19,2023-07-01 08:31:32
52,Impressão do Ticket,Cancela 4,2023-07-01 08:32:21,2023-07-01 08:32:34
52,Solicitar Ticket,Cancela 4,2023-07-01 12:07:34,2023-07-01 12:07:46
52,Adicionar Créditos,Totem 2,2023-07-01 12:08:36,2023-07-01 12:09:07
52,Impressão do Ticket,Cancela 1,2023-07-01 12:09:57,2023-07-01 12:10:16
52,Saída do Estacionamento,Caixa 2,2023-07-01 15:15:16,2023-07-01 15:15:16
53,Entrada no Estacionamento,Cancela 5,2023-07-01 12:52:00,2023-07-01 12:52:00
53,Adicionar Créditos,Totem 4,2023-07-01 12:52:36,2023-07-01 12:53:11
53,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:53:57,2023-07-01 12:54:00
53,Solicitar Ticket,Cancela 1,2023-07-01 12:54:41,2023-07-01 12:54:47
53,Impressão do Ticket,Cancela 3,2023-07-01 12:54:58,2023-07-01 12:55:06
53,Solicitar Ticket,Cancela 5,2023-07-01 15:52:06,2023-07-01 15:52:13
53,Saída do Estacionamento,Caixa 3,2023-07-01 15:52:49,2023-07-01 15:52:49
54,Entrada no Estacionamento,Cancela 4,2023-07-01 12:06:00,2023-07-01 12:06:00
54,Adicionar Créditos,Totem 1,2023-07-01 12:06:31,2023-07-01 12:07:42
54,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 12:08:11,2023-07-01 12:08:12
54,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 12:08:18,2023-07-01 12:10:57
54,Solicitar Ticket,Cancela 3,2023-07-01 12:11:51,2023-07-01 12:12:07
54,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 12:12:36,2023-07-01 12:12:38
54,Saída do Estacionamento,Caixa 2,2023-07-01 12:12:44,2023-07-01 12:12:44
55,Entrada no Estacionamento,Cancela 3,2023-07-01 09:09:00,2023-07-01 09:09:00
55,Solicitar Ticket,Cancela 2,2023-07-01 09:09:49,2023-07-01 09:09:59
55,Adicionar Créditos,Totem 1,2023-07-01 09:10:46,2023-07-01 09:11:23
55,Solicitar Ticket,Cancela 2,2023-07-01 09:12:13,2023-07-01 09:12:24
55,Impressão do Ticket,Cancela 1,2023-07-01 09:13:02,2023-07-01 09:13:18
55,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 13:00:18,2023-07-01 13:00:19
55,Impressão do Ticket,Cancela 3,2023-07-01 13:00:40,2023-07-01 13:01:00
55,Validar Ticket,Caixa 4,2023-07-01 14:45:00,2023-07-01 14:45:06
55,Impressão do Ticket,Cancela 2,2023-07-01 14:45:51,2023-07-01 14:46:06
55,Validar Ticket,Caixa 2,2023-07-01 16:58:06,2023-07-01 16:58:13
55,Pagar Estacionamento,Caixa 3,2023-07-01 16:58:50,2023-07-01 17:00:09
55,Saída do Estacionamento,Caixa 3,2023-07-01 17:01:02,2023-07-01 17:01:02
56,Entrada no Estacionamento,Cancela 3,2023-07-01 11:31:00,2023-07-01 11:31:00
56,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 11:31:07,2023-07-01 11:31:11
56,Saída do Estacionamento,Caixa 3,2023-07-01 11:31:57,2023-07-01 11:31:57
57,Entrada no Estacionamento,Cancela 3,2023-07-01 09:11:00,2023-07-01 09:11:00
57,Adicionar Créditos,Totem 1,2023-07-01 09:11:56,2023-07-01 09:12:24
57,Solicitar Ticket,Cancela 1,2023-07-01 09:12:38,2023-07-01 09:12:54
57,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 09:13:54,2023-07-01 09:16:23
57,Impressão do Ticket,Cancela 4,2023-07-01 09:17:00,2023-07-01 09:17:12
57,Validar Ticket,Caixa 1,2023-07-01 12:17:12,2023-07-01 12:17:18
57,Saída do Estacionamento,Caixa 1,2023-07-01 12:17:37,2023-07-01 12:17:37
58,Entrada no Estacionamento,Cancela 5,2023-07-01 09:03:00,2023-07-01 09:03:00
58,Solicitar Ticket,Cancela 4,2023-07-01 09:03:07,2023-07-01 09:03:15
58,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 09:04:13,2023-07-01 09:04:15
58,Solicitar Ticket,Cancela 4,2023-07-01 09:05:04,2023-07-01 09:05:24
58,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 09:05:25,2023-07-01 09:10:39
58,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 09:11:29,2023-07-01 09:11:30
58,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 09:11:51,2023-07-01 09:16:09
58,Impressão do Ticket,Cancela 4,2023-07-01 09:16:29,2023-07-01 09:16:41
58,Solicitar Ticket,Cancela 4,2023-07-01 13:14:41,2023-07-01 13:14:50
58,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 13:15:18,2023-07-01 13:15:20
58,Saída do Estacionamento,Caixa 3,2023-07-01 13:16:11,2023-07-01 13:16:11
59,Entrada no Estacionamento,Cancela 1,2023-07-01 08:05:00,2023-07-01 08:05:00
59,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 08:05:55,2023-07-01 08:05:59
59,Saída do Estacionamento,Caixa 3,2023-07-01 08:06:55,2023-07-01 08:06:55
60,Entrada no Estacionamento,Cancela 2,2023-07-01 09:23:00,2023-07-01 09:23:00
60,Solicitar Ticket,Cancela 5,2023-07-01 09:23:36,2023-07-01 09:23:49
60,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 09:24:37,2023-07-01 09:27:48
60,Impressão do Ticket,Cancela 4,2023-07-01 09:28:31,2023-07-01 09:28:46
60,Validar Ticket,Caixa 1,2023-07-01 10:18:46,2023-07-01 10:18:55
60,Impressão do Ticket,Cancela 3,2023-07-01 10:19:51,2023-07-01 10:20:01
60,Reservar Vaga,Totem 1,2023-07-01 14:13:01,2023-07-01 14:15:31
60,Pagar Estacionamento,Caixa 2,2023-07-01 14:15:43,2023-07-01 14:17:56
60,Solicitar Ticket,Cancela 1,2023-07-01 14:18:54,2023-07-01 14:19:00
60,Validar Ticket,Caixa 3,2023-07-01 14:19:43,2023-07-01 14:19:52
60,Pagar Estacionamento,Caixa 3,2023-07-01 14:19:54,2023-07-01 14:22:01
60,Solicitar Ticket,Cancela 2,2023-07-01 14:22:52,2023-07-01 14:23:02
60,Validar Ticket,Caixa 2,2023-07-01 14:23:45,2023-07-01 14:23:50
60,Impressão do Ticket,Cancela 3,2023-07-01 14:24:40,2023-07-01 14:24:53
60,Cancelar Reserva,Totem 4,2023-07-01 14:47:53,2023-07-01 14:48:26
60,Validar Ticket,Caixa 2,2023-07-01 14:48:47,2023-07-01 14:48:57
60,Pagar Estacionamento,Caixa 1,2023-07-01 14:49:53,2023-07-01 14:52:33
60,Solicitar Ticket,Cancela 5,2023-07-01 14:53:26,2023-07-01 14:53:42
60,Impressão do Ticket,Cancela 4,2023-07-01 14:54:05,2023-07-01 14:54:11
60,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 16:48:11,2023-07-01 16:48:14
60,Scan Sem Parar,Cancela 3,2023-07-01 16:48:50,2023-07-01 16:48:54
60,Saída do Estacionamento,Caixa 3,2023-07-01 19:20:54,2023-07-01 19:20:54
61,Entrada no Estacionamento,Cancela 5,2023-07-01 12:18:00,2023-07-01 12:18:00
61,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:18:07,2023-07-01 12:18:09
61,Adicionar Créditos,Totem 4,2023-07-01 12:18:48,2023-07-01 12:19:44
61,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 12:20:42,2023-07-01 12:20:44
61,Saída do Estacionamento,Caixa 3,2023-07-01 12:21:30,2023-07-01 12:21:30
